ibge;name;uf;sphere;cnpj;population;capital
3125002;Ewbank da Câmara;MG;M;17747932000103;3986;0
3125101;Extrema;MG;M;18677591000100;59336;0
3125200;Fama;MG;M;18243253000151;2676;0
3125309;Faria Lemos;MG;M;18114280000124;3230;0
3125408;Felício dos Santos;MG;M;17754201000187;5251;0
3125507;São Gonçalo do Rio Preto;MG;M;17754151000138;3099;0
3125606;Felisburgo;MG;M;18083071000160;6575;0
3125705;Felixlândia;MG;M;17695032000151;14280;0
3125804;Fernandes Tourinho;MG;M;18080887000130;2814;0
3125903;Ferros;MG;M;18299529000113;9603;0
3125952;Fervedouro;MG;M;26139790000184;10705;0
3126000;Florestal;MG;M;18313833000178;8469;0
3126109;Formiga;MG;M;16784720000125;70897;0
3126208;Formoso;MG;M;18125153000120;8095;0
3126307;Fortaleza de Minas;MG;M;18241760000156;3453;0
3126406;Fortuna de Minas;MG;M;18116145000118;3230;0
3126505;Francisco Badaró;MG;M;18051524000177;7053;0
3126604;Francisco Dumont;MG;M;16885485000188;4547;0
3126703;Francisco Sá;MG;M;22681423000157;23753;0
3126752;Franciscópolis;MG;M;01613394000116;5023;0
3126802;Frei Gaspar;MG;M;18404913000139;5731;0
3126901;Frei Inocêncio;MG;M;16945990000170;8301;0
3126950;Frei Lagonegro;MG;M;01615008000125;3481;0
3127008;Fronteira;MG;M;18449140000107;14946;0
3127057;Fronteira dos Vales;MG;M;18404954000125;4389;0
3127073;Fruta de Leite;MG;M;01612483000148;4538;0
3127107;Frutal;MG;M;18449132000160;61275;0
3127206;Funilândia;MG;M;18062414000100;4934;0
3127305;Galiléia;MG;M;17005000000187;6244;0
3127339;Gameleiras;MG;M;01612482000101;4847;0
3127354;Glaucilândia;MG;M;01612496000117;2991;0
3127370;Goiabeira;MG;M;01615421000190;2859;0
3127388;Goianá;MG;M;01611137000145;4214;0
3127404;Gonçalves;MG;M;18025932000154;4922;0
3127503;Gonzaga;MG;M;18307421000125;5235;0
3127602;Gouveia;MG;M;17754144000136;11536;0
3127701;Governador Valadares;MG;M;20622890000180;266561;0
3127800;Grão Mogol;MG;M;20716627000150;14037;0
3127909;Grupiara;MG;M;17827858000127;1428;0
3128006;Guanhães;MG;M;18307439000127;33517;0
3128105;Guapé;MG;M;18239616000185;14076;0
3128204;Guaraciaba;MG;M;19382647000153;9901;0
3128253;Guaraciama;MG;M;01612549000108;5224;0
3128303;Guaranésia;MG;M;17900473000148;19646;0
3128402;Guarani;MG;M;18338160000100;7731;0
3128501;Guarará;MG;M;17723172000196;3091;0
3128600;Guarda-Mor;MG;M;18277947000100;6687;0
3128709;Guaxupé;MG;M;18663401000197;52744;0
3128808;Guidoval;MG;M;18128215000158;7285;0
3128907;Guimarânia;MG;M;18602052000101;8880;0
3129004;Guiricema;MG;M;18137943000126;7803;0
3129103;Gurinhatã;MG;M;18457192000125;5154;0
3129202;Heliodora;MG;M;18712133000156;6278;0
3129301;Iapu;MG;M;18338830000199;12583;0
3129400;Ibertioga;MG;M;18094839000100;5346;0
3129509;Ibiá;MG;M;18584961000156;22554;0
3129608;Ibiaí;MG;M;16899700000108;6172;0
3129657;Ibiracatu;MG;M;01612477000190;5113;0
3129707;Ibiraci;MG;M;17894072000122;10996;0
3129806;Ibirité;MG;M;18715490000178;179582;0
3129905;Ibitiúra de Minas;MG;M;18178962000109;3440;0
3130002;Ibituruna;MG;M;18244418000100;2733;0
3130051;Icaraí de Minas;MG;M;25224304000163;10914;0
3130101;Igarapé;MG;M;18715474000185;49120;0
3130200;Igaratinga;MG;M;18313825000121;11345;0
3130309;Iguatama;MG;M;18306688000106;6782;0
3130408;Ijaci;MG;M;18244400000108;7358;0
3130507;Ilicínea;MG;M;18239608000139;13248;0
3130556;Imbé de Minas;MG;M;01613233000122;7244;0
3130606;Inconfidentes;MG;M;18028829000168;7537;0
3130655;Indaiabira;MG;M;01614599000116;6328;0
3130705;Indianópolis;MG;M;18259390000184;6311;0
3130804;Ingaí;MG;M;18244319000128;2632;0
3130903;Inhapim;MG;M;20905865000104;22925;0
3131000;Inhaúma;MG;M;18116152000110;6465;0
3131109;Inimutaba;MG;M;17694860000175;7615;0
3131158;Ipaba;MG;M;66229543000193;17587;0
3131208;Ipanema;MG;M;18334292000164;20181;0
3131307;Ipatinga;MG;M;19876424000142;235311;0
3131406;Ipiaçu;MG;M;18457259000121;3807;0
3131505;Ipuiúna;MG;M;18179226000167;9283;0
3131604;Iraí de Minas;MG;M;18158642000189;7467;0
3131703;Itabira;MG;M;18299446000124;118053;0
3131802;Itabirinha;MG;M;17125444000156;10548;0
3131901;Itabirito;MG;M;18307835000154;56369;0
3132008;Itacambira;MG;M;18017400000175;4227;0
3132107;Itacarambi;MG;M;18283101000182;17502;0
3132206;Itaguara;MG;M;18313015000175;14415;0
3132305;Itaipé;MG;M;18404756000161;10482;0
3132404;Itajubá;MG;M;18025940000109;96855;0
3132503;Itamarandiba;MG;M;16886871000194;34210;0
3132602;Itamarati de Minas;MG;M;17706813000102;3710;0
3132701;Itambacuri;MG;M;18404855000143;21210;0
3132800;Itambé do Mato Dentro;MG;M;18299537000160;2168;0
3132909;Itamogi;MG;M;18241380000111;11092;0
3133006;Itamonte;MG;M;18666750000162;15245;0
3133105;Itanhandu;MG;M;18186718000180;15751;0
3133204;Itanhomi;MG;M;18493239000106;11264;0
3133303;Itaobim;MG;M;18414573000127;19263;0
3133402;Itapagipe;MG;M;21226840000147;14014;0
3133501;Itapecerica;MG;M;18308742000144;21456;0
3133600;Itapeva;MG;M;18677625000158;13561;0
3133709;Itatiaiuçu;MG;M;18691766000125;13779;0
3133758;Itaú de Minas;MG;M;23767031000178;14634;0
3133808;Itaúna;MG;M;18309724000187;103272;0
3133907;Itaverava;MG;M;19718386000108;5747;0
3134004;Itinga;MG;M;18348748000145;13954;0
3134103;Itueta;MG;M;18413179000174;6234;0
3134202;Ituiutaba;MG;M;18457218000135;106775;0
3134301;Itumirim;MG;M;18244392000108;6876;0
3134400;Iturama;MG;M;18457242000174;40259;0
3134509;Itutinga;MG;M;18244384000153;4366;0
3134608;Jaboticatubas;MG;M;18715417000104;21407;0
3134707;Jacinto;MG;M;18349910000140;11115;0
3134806;Jacuí;MG;M;18186056000148;7668;0
3134905;Jacutinga;MG;M;17914128000163;26888;0
3135001;Jaguaraçu;MG;M;16816522000104;3181;0
2910909;Firmino Alves;BA;M;13752415000163;4993;0
2911006;Floresta Azul;BA;M;14147904000159;11455;0
2911105;Formosa do Rio Preto;BA;M;13654454000128;27567;0
2911204;Gandu;BA;M;14195358000121;34051;0
2911253;Gavião;BA;M;13233036000167;4489;0
2911303;Gentio do Ouro;BA;M;13879390000163;11276;0
2911402;Glória;BA;M;14217335000170;16107;0
2911501;Gongogi;BA;M;14235048000193;5479;0
2911600;Governador Mangabeira;BA;M;13828496000138;21353;0
2911659;Guajeru;BA;M;13284658000114;8177;0
2911709;Guanambi;BA;M;13982640000196;93488;0
2911808;Guaratinga;BA;M;13634985000159;19413;0
2911857;Heliópolis;BA;M;13393178000191;13055;0
2911907;Iaçu;BA;M;13889993000146;25315;0
2912004;Ibiassucê;BA;M;13676986000166;10746;0
2912103;Ibicaraí;BA;M;14147896000140;22131;0
2912202;Ibicoara;BA;M;13922588000182;21827;0
2912301;Ibicuí;BA;M;13857701000193;14264;0
2912400;Ibipeba;BA;M;13714803000150;17134;0
2912509;Ibipitanga;BA;M;13781364000106;14317;0
2912608;Ibiquera;BA;M;13718671000134;3833;0
2912707;Ibirapitanga;BA;M;13846753000164;26917;0
2912806;Ibirapuã;BA;M;14210389000104;9297;0
2912905;Ibirataia;BA;M;14131569000109;19377;0
2913002;Ibitiara;BA;M;13781828000176;15049;0
2913101;Ibititá;BA;M;13715057000119;17517;0
2913200;Ibotirama;BA;M;13798152000123;27723;0
2913309;Ichu;BA;M;13906151000155;6428;0
2913408;Igaporã;BA;M;13811484000109;16069;0
2913457;Igrapiúna;BA;M;13071212000101;13501;0
2913507;Iguaí;BA;M;13858303000191;21763;0
2913606;Ilhéus;BA;M;13672597000162;189149;0
2913705;Inhambupe;BA;M;13647185000172;35390;0
2913804;Ipecaetá;BA;M;13621735000184;14016;0
2913903;Ipiaú;BA;M;13701651000150;42429;0
2914000;Ipirá;BA;M;14042659000115;59222;0
2914109;Ipupiara;BA;M;13798384000181;10349;0
2914208;Irajuba;BA;M;13763479000160;6232;0
2914307;Iramaia;BA;M;13894902000160;11038;0
2914406;Iraquara;BA;M;13922596000129;24833;0
2914505;Irará;BA;M;13626205000129;29572;0
2914604;Irecê;BA;M;13715891000104;78781;0
2914653;Itabela;BA;M;16234429000183;29588;0
2914703;Itaberaba;BA;M;13719646000175;68425;0
2914802;Itabuna;BA;M;14147490000168;196344;0
2914901;Itacaré;BA;M;13846902000195;29496;0
2915007;Itaeté;BA;M;13922620000120;13775;0
2915106;Itagi;BA;M;14200406000122;14347;0
2915205;Itagibá;BA;M;13701966000106;15796;0
2915304;Itagimirim;BA;M;13634969000166;6490;0
2915353;Itaguaçu da Bahia;BA;M;16445843000131;12669;0
2915403;Itaju do Colônia;BA;M;14147920000141;6118;0
2915502;Itajuípe;BA;M;14147946000190;19191;0
2915601;Itamaraju;BA;M;13761697000165;61999;0
2915700;Itamari;BA;M;13753959000140;7187;0
2915809;Itambé;BA;M;13743760000130;25088;0
2915908;Itanagra;BA;M;14757157000170;6078;0
2916005;Itanhém;BA;M;14210512000197;18203;0
2916104;Itaparica;BA;M;13882949000104;20353;0
2916203;Itapé;BA;M;14147938000143;10649;0
2916302;Itapebi;BA;M;13634993000103;9464;0
2916401;Itapetinga;BA;M;13751102000190;68724;0
2916500;Itapicuru;BA;M;13647557000160;33284;0
2916609;Itapitanga;BA;M;14147482000111;10640;0
2916708;Itaquara;BA;M;13763735000119;8464;0
2916807;Itarantim;BA;M;13751276000153;17485;0
2916856;Itatim;BA;M;13866843000117;16454;0
2302107;Baturité;CE;M;07387343000108;37147;0
2302206;Beberibe;CE;M;07528292000189;55977;0
2302305;Bela Cruz;CE;M;07566045000177;34613;0
2302404;Boa Viagem;CE;M;07963515000136;52133;0
2302503;Brejo Santo;CE;M;07620701000172;54192;0
2302602;Camocim;CE;M;07660350000123;65251;0
2302701;Campos Sales;CE;M;07416704000199;26049;0
2302800;Canindé;CE;M;07963259000187;77376;0
2302909;Capistrano;CE;M;07063589000116;17795;0
2303006;Caridade;CE;M;07707094000182;16234;0
2303105;Cariré;CE;M;07598600000142;18074;0
2303204;Caririaçu;CE;M;06738132000100;27532;0
2303303;Cariús;CE;M;07540180000143;17277;0
2303402;Carnaubal;CE;M;07732670000141;17815;0
2303501;Cascavel;CE;M;07589369000120;76866;0
2303600;Catarina;CE;M;07540925000174;9110;0
2303659;Catunda;CE;M;35049097000101;10864;0
2303709;Caucaia;CE;M;07616162000106;378406;0
2303808;Cedro;CE;M;07812241000184;22564;0
2303907;Chaval;CE;M;07146301000177;12811;0
2303931;Choró;CE;M;63386627000142;12352;0
2303956;Chorozinho;CE;M;23555279000175;20808;0
2304004;Coreaú;CE;M;07598618000144;21417;0
2304103;Crateús;CE;M;07982036000167;80130;0
2304202;Crato;CE;M;07587975000107;139027;0
2304236;Croatá;CE;M;10462349000107;18050;0
2304251;Cruz;CE;M;07663917000115;32288;0
2304269;Deputado Irapuan Pinheiro;CE;M;12464103000191;9173;0
2304277;Ererê;CE;M;12465068000125;6381;0
2304285;Eusébio;CE;M;23563067000130;82016;0
2304301;Farias Brito;CE;M;07595572000100;18498;0
2304350;Forquilha;CE;M;07673106000103;25298;0
2304400;Fortaleza;CE;M;07954605000160;2578483;1
2304459;Fortim;CE;M;35050756000120;18213;0
2304509;Frecheirinha;CE;M;07598592000134;16516;0
2304608;General Sampaio;CE;M;07438591000122;6929;0
2304657;Graça;CE;M;23467889000117;14176;0
2304707;Granja;CE;M;07827165000180;55809;0
2304806;Granjeiro;CE;M;41342098000142;4955;0
2304905;Groaíras;CE;M;07598709000180;11369;0
2304954;Guaiúba;CE;M;12359535000132;25158;0
2305001;Guaraciaba do Norte;CE;M;07569205000131;44565;0
2305100;Guaramiranga;CE;M;07606478000109;5826;0
2305209;Hidrolândia;CE;M;07707680000127;18186;0
2305233;Horizonte;CE;M;23555196000186;81161;0
2305266;Ibaretama;CE;M;23444680000138;12149;0
2305308;Ibiapina;CE;M;07523186000102;24689;0
2305332;Ibicuitinga;CE;M;12461646000155;12008;0
2305357;Icapuí;CE;M;10393593000157;22562;0
2305407;Icó;CE;M;07669682000179;64745;0
2305506;Iguatu;CE;M;07810468000190;102588;0
2305605;Independência;CE;M;07982028000110;24463;0
2305654;Ipaporanga;CE;M;10462364000147;11963;0
2305704;Ipaumirim;CE;M;07520141000184;12459;0
2305803;Ipu;CE;M;07679723000108;43084;0
2305902;Ipueiras;CE;M;07680846000169;38287;0
2306009;Iracema;CE;M;07891658000180;14440;0
2306108;Irauçuba;CE;M;07683188000169;24867;0
2306207;Itaiçaba;CE;M;07403769000108;7801;0
2306256;Itaitinga;CE;M;41563628000182;72512;0
2306306;Itapajé;CE;M;07683956000184;49073;0
2306405;Itapipoca;CE;M;07623077000167;138978;0
2306504;Itapiúna;CE;M;07387509000188;18197;0
2306553;Itarema;CE;M;07663941000154;45852;0
2306603;Itatira;CE;M;07963739000148;21160;0
2306702;Jaguaretama;CE;M;07442825000105;17604;0
2306801;Jaguaribara;CE;M;07442981000176;10668;0
2306900;Jaguaribe;CE;M;07443708000166;35143;0
2800704;Brejo Grande;SE;M;13110903000177;8025;0
2801009;Campo do Brito;SE;M;13134614000108;18719;0
2801108;Canhoba;SE;M;13115381000104;3850;0
2801207;Canindé de São Francisco;SE;M;13120225000123;33641;0
2801306;Capela;SE;M;13119961000161;32783;0
2801405;Carira;SE;M;13099882000136;20314;0
2801504;Carmópolis;SE;M;13108535000122;14203;0
2801603;Cedro de São João;SE;M;13117601000120;5474;0
2801702;Cristinápolis;SE;M;13096029000160;17594;0
2801900;Cumbe;SE;M;13112289000182;3872;0
2802007;Divina Pastora;SE;M;13108733000196;4436;0
2802106;Estância;SE;M;13097050000180;67060;0
2802205;Feira Nova;SE;M;13112511000147;6358;0
2802304;Frei Paulo;SE;M;13100102000120;14921;0
2802403;Gararu;SE;M;13112669000117;11294;0
2802502;General Maynard;SE;M;13108899000102;3118;0
2802601;Gracho Cardoso;SE;M;13112875000127;5910;0
2802700;Ilha das Flores;SE;M;13111224000112;8499;0
2802809;Indiaroba;SE;M;13097894000121;16991;0
2802908;Itabaiana;SE;M;13104740000110;109250;0
2803005;Itabaianinha;SE;M;13098181000182;42230;0
2803104;Itabi;SE;M;13113063000104;4816;0
2803203;Itaporanga d'Ajuda;SE;M;13128889000139;36074;0
2803302;Japaratuba;SE;M;13093786000180;16451;0
2803401;Japoatã;SE;M;13115910000161;13723;0
2803500;Lagarto;SE;M;13124052000111;105957;0
2803609;Laranjeiras;SE;M;13120613000104;24047;0
2803708;Macambira;SE;M;13103684000107;7048;0
2803807;Malhada dos Bois;SE;M;13115993000199;3674;0
2803906;Malhador;SE;M;13104757000177;11712;0
2804003;Maruim;SE;M;13109350000132;15956;0
2804102;Moita Bonita;SE;M;13104112000134;11297;0
2804201;Monte Alegre de Sergipe;SE;M;13113287000108;14781;0
2804300;Muribeca;SE;M;13094222000162;8059;0
2804409;Neópolis;SE;M;13111679000138;16473;0
2804458;Nossa Senhora Aparecida;SE;M;13101308000175;9534;0
2804508;Nossa Senhora da Glória;SE;M;13113626000156;43686;0
2804607;Nossa Senhora das Dores;SE;M;13094446000174;25569;0
2804706;Nossa Senhora de Lourdes;SE;M;13113766000124;6409;0
2804805;Nossa Senhora do Socorro;SE;M;13128814000158;204081;0
2804904;Pacatuba;SE;M;13112222000148;12690;0
2805000;Pedra Mole;SE;M;13100482000101;2811;0
2805109;Pedrinhas;SE;M;13098736000196;7355;0
2805208;Pinhão;SE;M;13100680000167;5759;0
2805307;Pirambu;SE;M;13095039000181;8021;0
2805406;Poço Redondo;SE;M;13114004000142;29238;0
2805505;Poço Verde;SE;M;13106935000107;22217;0
2805604;Porto da Folha;SE;M;13131982000100;27348;0
2805703;Propriá;SE;M;13117320000178;27213;0
2805802;Riachão do Dantas;SE;M;13107180000157;18541;0
2805901;Riachuelo;SE;M;13128897000185;8853;0
2806008;Ribeirópolis;SE;M;13104427000181;17365;0
2806107;Rosário do Catete;SE;M;13109756000115;9507;0
2806206;Salgado;SE;M;13107453000163;20825;0
2806305;Santa Luzia do Itanhy;SE;M;13098942000104;14003;0
2806404;Santana do São Francisco;SE;M;32846347000146;7549;0
2806503;Santa Rosa de Lima;SE;M;13109954000189;4049;0
2806602;Santo Amaro das Brotas;SE;M;13110218000140;11289;0
2806701;São Cristóvão;SE;M;13128855000144;101213;0
2806800;São Domingos;SE;M;13104732000173;10559;0
2806909;São Francisco;SE;M;13118435000187;3330;0
2807006;São Miguel do Aleixo;SE;M;13114533000146;3471;0
2807105;Simão Dias;SE;M;13108089000156;44503;0
2807204;Siriri;SE;M;13110408000168;7981;0
2807303;Telha;SE;M;13118591000148;3389;0
2807402;Tobias Barreto;SE;M;13119300000136;52783;0
2807501;Tomar do Geru;SE;M;13099205000118;12094;0
2807600;Umbaúba;SE;M;13099395000173;24618;0
2900108;Abaíra;BA;M;13670021000166;7407;0
2900207;Abaré;BA;M;13915657000120;18269;0
2900306;Acajutiba;BA;M;13696521000177;14200;0
2900355;Adustina;BA;M;16298929000189;14510;0
2900405;Água Fria;BA;M;13606702000165;14833;0
2900504;Érico Cardoso;BA;M;13670203000137;10947;0
2900603;Aiquara;BA;M;13769609000171;4583;0
2900702;Alagoinhas;BA;M;13646005000138;161196;0
2900801;Alcobaça;BA;M;13761721000166;25601;0
2900900;Almadina;BA;M;14147466000129;5296;0
2901007;Amargosa;BA;M;13825484000150;38585;0
2901106;Amélia Rodrigues;BA;M;13607213000128;24830;0
2901155;América Dourada;BA;M;13891536000196;15572;0
2901205;Anagé;BA;M;13906409000113;26745;0
2901304;Andaraí;BA;M;13922570000180;13545;0
2901353;Andorinha;BA;M;16448870000168;15491;0
2901403;Angical;BA;M;13654421000188;14178;0
2901502;Anguera;BA;M;13607346000102;11490;0
2901601;Antas;BA;M;13808217000174;14984;0
2901700;Antônio Cardoso;BA;M;13607494000119;11498;0
2901809;Antônio Gonçalves;BA;M;13908728000168;11248;0
2901908;Aporá;BA;M;13646542000188;16361;0
2901957;Apuarema;BA;M;16434292000100;7101;0
2902005;Aracatu;BA;M;14105712000180;14440;0
2902054;Araças;BA;M;16131088000110;11953;0
2902104;Araci;BA;M;14232086000192;50308;0
2902203;Aramari;BA;M;13646740000141;10106;0
2902252;Arataca;BA;M;13658158000103;10433;0
2902302;Aratuípe;BA;M;13796073000183;8993;0
2902401;Aurelino Leal;BA;M;16137291000102;11339;0
2902500;Baianópolis;BA;M;13654413000131;14138;0
2902609;Baixa Grande;BA;M;13794912000124;18628;0
2902708;Barra;BA;M;13880703000101;53642;0
2902807;Barra da Estiva;BA;M;13670658000152;27743;0
2902906;Barra do Choça;BA;M;13906789000196;38581;0
2903003;Barra do Mendes;BA;M;13702238000100;14376;0
2903102;Barra do Rocha;BA;M;14234850000169;5898;0
2903201;Barreiras;BA;M;13654405000195;171634;0
2903235;Barro Alto;BA;M;13234349000130;13922;0
2903276;Barrocas;BA;M;04216287000142;15780;0
2903300;Barro Preto;BA;M;14147458000182;5936;0
2903409;Belmonte;BA;M;13634977000102;20527;0
2903508;Belo Campo;BA;M;14237333000143;19074;0
2903607;Biritinga;BA;M;13835558000139;15603;0
2903706;Boa Nova;BA;M;13894894000152;14008;0
2903805;Boa Vista do Tupim;BA;M;13718176000125;17262;0
2903904;Bom Jesus da Lapa;BA;M;14105183000114;68866;0
2903953;Bom Jesus da Serra;BA;M;16418709000141;10018;0
2904001;Boninal;BA;M;13922612000183;14125;0
2904050;Bonito;BA;M;16245375000151;16425;0
2904100;Boquira;BA;M;13780770000146;19782;0
2904209;Botuporã;BA;M;13782479000107;11427;0
2904308;Brejões;BA;M;14197768000101;13224;0
2904407;Brejolândia;BA;M;13654439000180;9363;0
2904506;Brotas de Macaúbas;BA;M;13797600000174;12180;0
2904605;Brumado;BA;M;14105704000133;74368;0
2904704;Buerarema;BA;M;13721188000109;14950;0
2904753;Buritirama;BA;M;13234000000106;20221;0
2904803;Caatiba;BA;M;13856372000166;6128;0
2904852;Cabaceiras do Paraguaçu;BA;M;13866892000150;17024;0
2904902;Cachoeira;BA;M;13828397000156;30498;0
2905008;Caculé;BA;M;13676788000100;23293;0
2905107;Caém;BA;M;13913348000111;10733;0
2905156;Caetanos;BA;M;16418717000198;11432;0
2905206;Caetité;BA;M;13811476000154;54730;0
2905305;Cafarnaum;BA;M;13714142000162;18057;0
2905404;Cairu;BA;M;14235907000144;18578;0
2905503;Caldeirão Grande;BA;M;13913355000113;13597;0
2905602;Camacan;BA;M;13682398000135;22485;0
2905701;Camaçari;BA;M;14109763000180;321636;0
2905800;Camamu;BA;M;13753306000160;31694;0
2905909;Campo Alegre de Lourdes;BA;M;14117329000141;32500;0
2906006;Campo Formoso;BA;M;13908702000110;75112;0
2906105;Canápolis;BA;M;13812144000194;10641;0
2906204;Canarana;BA;M;13714464000101;25007;0
2906303;Canavieiras;BA;M;13817804000120;34392;0
2906402;Candeal;BA;M;13607635000101;7940;0
2906501;Candeias;BA;M;13830336000123;74854;0
2906600;Candiba;BA;M;13982608000100;13417;0
2906709;Cândido Sales;BA;M;13857123000195;26469;0
2906808;Cansanção;BA;M;13806567000100;39725;0
2906824;Canudos;BA;M;13343967000118;16693;0
2906857;Capela do Alto Alegre;BA;M;13897111000194;11035;0
2906873;Capim Grosso;BA;M;13230982000150;35437;0
2906899;Caraíbas;BA;M;16418766000120;10259;0
2906907;Caravelas;BA;M;13761689000119;21384;0
2907004;Cardeal da Silva;BA;M;14126254000165;8633;0
2907103;Carinhanha;BA;M;14105209000124;30439;0
2907202;Casa Nova;BA;M;13691811000128;76131;0
2907301;Castro Alves;BA;M;13693122000152;25470;0
2907400;Catolândia;BA;M;13654447000126;3567;0
2907509;Catu;BA;M;13800685000100;50109;0
2907558;Caturama;BA;M;16257719000142;9108;0
2907608;Central;BA;M;14136816000151;16847;0
2907707;Chorrochó;BA;M;13915665000177;10933;0
2907806;Cícero Dantas;BA;M;13808613000100;32292;0
2907905;Cipó;BA;M;13808936000195;17875;0
2908002;Coaraci;BA;M;14147474000175;17557;0
2908101;Cocos;BA;M;14222012000175;19865;0
2908200;Conceição da Feira;BA;M;13828371000108;21529;0
2908309;Conceição do Almeida;BA;M;13695028000132;16134;0
2908408;Conceição do Coité;BA;M;13843842000157;71601;0
2908507;Conceição do Jacuípe;BA;M;14222574000119;37622;0
2908606;Conde;BA;M;14126692000123;24460;0
2908705;Condeúba;BA;M;13694138000180;17567;0
2908804;Contendas do Sincorá;BA;M;14106553000138;4499;0
2908903;Coração de Maria;BA;M;13883996000172;28408;0
2909000;Cordeiros;BA;M;13694468000175;7748;0
2909109;Coribe;BA;M;13912084000181;14463;0
2909208;Coronel João Sá;BA;M;14215818000136;17598;0
2909307;Correntina;BA;M;14221741000107;34266;0
3534104;Oriente;SP;M;44482552000159;6180;0
3534203;Orindiúva;SP;M;45148970000177;6157;0
3534302;Orlândia;SP;M;45351749000111;39144;0
3534401;Osasco;SP;M;46523171000104;759524;0
3534500;Oscar Bressane;SP;M;44544898000134;2502;0
3534609;Osvaldo Cruz;SP;M;53300356000107;32112;0
3534708;Ourinhos;SP;M;53415717000160;106911;0
3534757;Ouroeste;SP;M;01611213000112;10660;0
3534807;Ouro Verde;SP;M;44882637000124;7900;0
3534906;Pacaembu;SP;M;44927267000102;15273;0
3535002;Palestina;SP;M;45149184000194;11704;0
3535101;Palmares Paulista;SP;M;45126992000136;9666;0
3535200;Palmeira d'Oeste;SP;M;46609731000130;8971;0
3535309;Palmital;SP;M;44543981000199;19714;0
3535408;Panorama;SP;M;44918712000160;15227;0
3535507;Paraguaçu Paulista;SP;M;44547305000193;42049;0
3535606;Paraibuna;SP;M;46643474000152;17959;0
3535705;Paraíso;SP;M;45127248000156;6218;0
3535804;Paranapanema;SP;M;46634309000134;19853;0
3535903;Paranapuã;SP;M;45134236000159;4118;0
3536000;Parapuã;SP;M;53300331000103;10720;0
3536109;Pardinho;SP;M;46634150000158;7435;0
3536208;Pariquera-Açu;SP;M;45685120000108;19603;0
3536257;Parisi;SP;M;59858134000190;3030;0
3536307;Patrocínio Paulista;SP;M;45318185000115;14888;0
3536406;Paulicéia;SP;M;44918928000125;8255;0
3536505;Paulínia;SP;M;45751435000106;116674;0
3536570;Paulistânia;SP;M;01614826000103;2156;0
3536604;Paulo de Faria;SP;M;45150166000122;7390;0
3536703;Pederneiras;SP;M;46189718000179;46337;0
3536802;Pedra Bela;SP;M;45290426000165;6745;0
3536901;Pedranópolis;SP;M;63893929000107;2856;0
3537008;Pedregulho;SP;M;45318466000178;15737;0
3165909;Senador Modestino Gonçalves;MG;M;17754110000141;4006;0
3166006;Senhora de Oliveira;MG;M;23515703000158;5577;0
3166105;Senhora do Porto;MG;M;18307504000114;3066;0
3166204;Senhora dos Remédios;MG;M;18094870000132;10657;0
3166303;Sericita;MG;M;19243518000184;7552;0
3166402;Seritinga;MG;M;18008854000180;1866;0
3166501;Serra Azul de Minas;MG;M;18303230000195;3808;0
3166600;Serra da Saudade;MG;M;18301069000110;856;0
3166709;Serra dos Aimorés;MG;M;18398966000194;6859;0
3166808;Serra do Salitre;MG;M;18468058000120;12286;0
3166907;Serrania;MG;M;18243261000106;7811;0
3166956;Serranópolis de Minas;MG;M;01612501000191;4497;0
3167004;Serranos;MG;M;18008912000175;2036;0
3167103;Serro;MG;M;18303271000181;22624;0
3167202;Sete Lagoas;MG;M;24996969000122;238909;0
3167301;Silveirânia;MG;M;17744558000184;2399;0
3167400;Silvianópolis;MG;M;18675942000135;6348;0
3167509;Simão Pereira;MG;M;18338293000187;3084;0
3167608;Simonésia;MG;M;18385120000110;20431;0
3167707;Sobrália;MG;M;18083055000178;5140;0
3167806;Soledade de Minas;MG;M;18188235000114;5733;0
3167905;Tabuleiro;MG;M;17744798000189;4097;0
3168002;Taiobeiras;MG;M;18017384000110;34537;0
3168051;Taparuba;MG;M;01616741000164;3508;0
3168101;Tapira;MG;M;18140806000140;4215;0
3168200;Tapiraí;MG;M;20920625000189;1698;0
3168309;Taquaraçu de Minas;MG;M;18302315000159;4394;0
3168408;Tarumirim;MG;M;18338855000192;15104;0
3168507;Teixeiras;MG;M;18134056000102;12691;0
3168606;Teófilo Otoni;MG;M;18404780000109;142851;0
3168705;Timóteo;MG;M;19875020000134;84172;0
3168804;Tiradentes;MG;M;18557579000153;8056;0
3168903;Tiros;MG;M;18602094000134;8231;0
3169000;Tocantins;MG;M;18128223000102;16603;0
3169059;Tocos do Moji;MG;M;01601656000122;3894;0
3169109;Toledo;MG;M;18677617000101;7625;0
3169208;Tombos;MG;M;18114223000145;8653;0
3169307;Três Corações;MG;M;17955535000119;78291;0
3169356;Três Marias;MG;M;17695008000112;29985;0
3169406;Três Pontas;MG;M;18245167000188;57209;0
3169505;Tumiritinga;MG;M;21078563000172;5955;0
3169604;Tupaciguara;MG;M;18260489000104;26583;0
3169703;Turmalina;MG;M;25324187000100;20769;0
3169802;Turvolândia;MG;M;18712141000100;5097;0
3169901;Ubá;MG;M;18128207000101;107423;0
3170008;Ubaí;MG;M;18017459000163;11985;0
3170057;Ubaporanga;MG;M;66229717000118;13485;0
3150604;Piracema;MG;M;17980392000103;6905;0
3150703;Pirajuba;MG;M;18428847000137;5814;0
3150802;Piranga;MG;M;23515687000101;17358;0
3150901;Piranguçu;MG;M;18025981000197;6320;0
